Student_ID,Course_Enrollment,Class_Schedule,Extracurricular_Participation
d3efab4c-17ec-46dd-8f95-0974dd68eebc,Art,Afternoon,Yes
af50b974-71a8-440f-8fc3-b32cfe462083,Economics,Evening,Yes
2256bfa6-e423-4c40-b3a0-8ccfb71d9e22,English,Afternoon,Yes
ddf74a1c-75f1-4e2d-9d92-b265e5623190,History,Afternoon,No
b41c70d2-1dce-475c-9c37-2c36831eb7d3,IT,Evening,Yes
07b52b73-13e0-4d89-a05f-acbc3350ab58,Geography,Evening,Yes
010b707f-9c42-4fa2-a788-a7c0ca4b497f,Geography,Morning,Yes
20f3bd46-e582-42cb-9986-a69b02c3e84d,Geography,Evening,No
033ee4ae-396b-42ac-8c42-07692493a085,Math,Morning,Yes
1b412249-5275-4f29-99ea-d3f291e6da3e,Art,Morning,No
f5671de2-1700-4504-81d2-228f8ba820d8,IT,Evening,Yes
1bf5df67-fb97-4da2-ad76-eaa7af331157,Math,Evening,Yes
7783712f-5628-48d3-b1db-23e6a23c62e3,Science,Morning,Yes
ab65eead-98af-4f9b-ba10-e51a769e43a5,Science,Evening,No
1a0707f0-5453-4ff4-9cda-e407bed6eeda,Math,Afternoon,Yes
4affc43f-1d9e-42b2-abe5-97c315bc142c,Geography,Morning,No
331724c7-d878-45a4-b47c-556ca2c5c650,History,Evening,No
c81a4cab-eb93-4a91-b9d6-084394979a02,Math,Evening,No
e96bbb96-2ffc-476c-a9a8-ff858baaa514,Science,Morning,No
a52744cf-0c21-4920-a9ea-7eee325e60ce,IT,Afternoon,No
1a7a7410-942b-4ff9-980e-0050001d74b4,Art,Morning,No
fb048b44-d994-4e22-92c1-5860a81b94ac,Math,Afternoon,Yes
aa31fe46-5177-4b8a-b460-86e88291ded2,English,Afternoon,No
6bfb06fb-593d-4908-938b-5f3f3d880bb5,Economics,Evening,No
cde1e32e-3316-40f9-9ffa-dca5be6c730f,English,Morning,No
418eb0b7-1363-4b90-b29a-805bf4d46c61,IT,Afternoon,Yes
c90793f5-784b-485d-a3b0-f58f7caa41f2,English,Afternoon,No
c5c2f329-89a3-4544-befb-62f642110931,Art,Morning,Yes
ea00ed5b-1a8a-44b6-9ebb-9923f9e6a7c2,English,Evening,Yes
1998e080-aac0-41c8-bccc-5eb4f90c73c6,History,Morning,No
5ae8569c-795d-4482-a026-c89418b2365c,Math,Afternoon,No
c4c7459d-412e-40a5-99e0-b9dd93bc6db1,History,Afternoon,No
e1babe4e-4ce7-422d-bc43-90a4853e0b5f,Economics,Evening,Yes
f45bc3e8-3891-47a8-acf5-44bbc90c08b5,Geography,Afternoon,Yes
5076cfea-057e-4804-a36b-b1d83aa5ca20,History,Morning,No
4b504b65-5393-4ac0-8026-233b3e5dd252,English,Afternoon,Yes
b06d1412-5e54-4be3-a41a-0726f40fb7b1,Science,Afternoon,No
c0b11bde-2d0a-4558-b2e7-6d50f261e1b5,Math,Morning,Yes
0af88e63-5c93-4d73-adae-70e2744dfec0,History,Morning,No
77954f1a-6087-4cf4-b22e-64a441c4613a,Art,Afternoon,Yes
077270ac-6f88-4e83-84aa-4d619ef3ee2e,Math,Morning,Yes
c8fa8e2c-d27a-49a5-a95a-6d7c47321ed4,Science,Morning,Yes
50d64abc-f2d7-4c41-aafc-aa350de48f5d,History,Evening,Yes
1053b4d9-6725-48df-b958-783ae88e3dfa,Math,Evening,No
733cc85f-0086-4d8f-aeb3-70785eba3bfb,IT,Afternoon,Yes
c9f238d0-73b0-4224-8ba8-71e9f0e86f37,Art,Evening,No
373e3bff-a6ec-4397-91b8-bd6a177de15c,Geography,Morning,Yes
71d816dd-be33-4308-b894-335756c2d99e,English,Afternoon,Yes
9787c12e-8155-4fc8-85a5-4bd098558932,Geography,Afternoon,Yes
d8f6ff1c-742a-43d4-97f5-8e03dce94285,Science,Afternoon,Yes
98a1cb13-4bbe-401a-9a8d-b040d0fafa2c,Art,Morning,No
73fb3a23-ebfc-42be-af47-9eb6e5aeb889,Geography,Afternoon,Yes
74a0d0c6-a520-4472-85ec-0a951c8c6b50,Science,Evening,Yes
214fbe87-bddb-4822-93eb-aa246901975b,History,Evening,No
8867bb43-aa47-4a48-87d9-276b5505e0c5,History,Afternoon,Yes
10edb5ab-3ed3-41e3-abeb-eedef323c7f1,History,Evening,Yes
4df9b4d4-030f-4c3a-b243-f1a6cb3a2197,IT,Morning,No
2de11291-23f2-4ae9-a1d6-09603a664938,IT,Morning,Yes
f6b61f57-95c5-43b0-b96e-1cd66116bfc7,Geography,Morning,Yes
d15c2723-a9f0-449b-a290-a77ae7661b24,Art,Afternoon,Yes
6e3035ab-5f26-41dc-98cb-4d39df5ea80d,English,Evening,No
32d9ca40-f0cc-4348-90a5-eded5aa1e266,Art,Morning,No
7f1a051b-b7e4-4304-8270-a6fe8e1ecf38,Economics,Morning,Yes
2a3d865f-4b9e-4e94-b9e8-7123ddff76c3,Art,Morning,Yes
a717ee4a-669f-4de7-b007-84ed131d583e,Art,Morning,No
a94caa62-327b-402f-8772-fcd9a13007de,Geography,Morning,No
3317bfba-b645-41c0-87a9-97ac86461296,History,Morning,No
f65f0154-8f6f-4276-a7d1-12d975abcfeb,Geography,Afternoon,Yes
1b04bb3d-1f99-4f61-a721-139b4ad0f592,Economics,Morning,No
cef56e97-99f9-4911-b93a-87a6ae666d0c,Economics,Morning,Yes
2701fa95-1e76-47ec-b9a9-69f844217661,Science,Morning,No
1cf8f4c8-8243-42f4-9a66-866ef1ff7ac2,History,Evening,No
927dd6bc-4ae8-485f-9955-79ac60d9ee07,Art,Evening,No
78aa9e2c-d8cd-4cae-a945-1d3ff3ca38df,Math,Evening,No
4573b797-6e18-40bc-aa5b-7e88218df951,English,Evening,No
f0a93d0d-1c43-40d5-b07b-0b5369e3e0f8,Science,Evening,Yes
813326a3-4619-431a-bc2a-e95e0fe4b419,IT,Afternoon,Yes
5233d0fd-5371-43c7-a3f8-feb95d27e449,History,Afternoon,Yes
b1d9d57c-5966-4fd7-a0c6-a4b64c91fd80,History,Morning,No
54737008-d2ab-4a1d-995a-4e32c88e6990,English,Afternoon,No
e7b07d6f-de68-4d41-b732-a3e1068e7698,Economics,Morning,No
f3a8ebae-8da6-483c-9bfb-8abdcb3aa438,English,Morning,No
d08dd313-a28a-469c-bcc8-65fffc4212c3,Economics,Evening,No
2bf68c97-720d-4867-8633-114a000ecd90,English,Evening,Yes
e90e55fe-a34c-4aa3-a995-2ae0af44428c,History,Morning,No
75bbc1f8-dbbd-46d7-9743-2fccc6155137,English,Afternoon,Yes
78d7fabd-fe02-49b3-99b6-5bec97950558,Art,Evening,No
57166a79-3fbd-47d0-9241-f1d55db56e98,English,Afternoon,No
20d32678-0110-43b8-a0b5-529aa94074af,Geography,Afternoon,No
90c477ce-4afd-401f-ad7c-843e78cf24b9,Economics,Afternoon,No
af9cf1e8-8127-43f1-a75c-6b89474ab374,Geography,Afternoon,Yes
89b1acaa-974b-4d0b-b0fc-0d1297c52f0e,History,Evening,No
12ac40cc-74f2-4790-99cf-60f570696dff,IT,Evening,No
822656ec-b754-461c-b64b-fe8a59f08905,Geography,Morning,Yes
68c5ed5a-e85e-4179-b397-5b153d483db5,IT,Evening,Yes
226113c5-4e45-4ac3-8308-3c8550bd24ab,Science,Evening,Yes
2ea2cb17-559b-433b-8897-975faecd70f5,History,Morning,Yes
147573f9-1804-4346-a6fe-6e3845bf2998,Math,Morning,Yes
c852746e-fb93-411d-9c61-b312e24506fd,IT,Afternoon,No
4fb25b39-9f2c-418e-a7f9-3b9c5582c565,Art,Morning,No
bd08d94a-bf05-4b44-8fc2-97ef067a0f76,English,Afternoon,Yes
eaaeb9fc-aaca-4b2b-a96f-949e87a9098d,Math,Afternoon,Yes
09d6125d-fa08-4ba3-bece-3d8572c5be0a,Science,Evening,No
f223af6c-612e-4c7e-9565-abd47b9a1c12,IT,Morning,No
8f3a2600-f4d2-4940-bb3a-76a38a948b41,Art,Morning,Yes
9dcdbd4f-4fe5-460f-a1f3-76b7a3f83982,Economics,Morning,Yes
af464645-ac57-437f-b556-2fa2bab0c3e5,Economics,Morning,No
79d88bc3-ff8c-475f-84cd-53b9d22a3e45,Economics,Afternoon,No
1d8b0690-4c8d-471a-b6c4-b097f6c221c8,English,Morning,No
d7b3af25-4aa6-4d44-a57a-01624ba23a0c,Art,Morning,No
4aa011ff-b575-402d-ae5f-2983648ad4a3,English,Afternoon,Yes
c8f4cbb6-5a61-459f-8994-73a3defc623b,Economics,Morning,No
ff42a69a-45eb-4300-90a5-66b6ef37935d,IT,Morning,No
ac00f028-c6f3-440d-acab-db63cd09fab4,Economics,Morning,No
86aa1dbe-e2e8-4914-af9c-e26895457e29,Economics,Evening,No
124eab75-5dc1-4d25-a0f9-8c8ee436cad5,Math,Evening,Yes
a5eb7cd4-55be-462c-a9a2-68036df15a11,Math,Morning,No
f4407b33-03a9-4305-a7fd-22cf12efe1db,History,Morning,Yes
dfc510c4-c819-46a7-88f9-7caba69d9665,Economics,Evening,No
1b029b24-5bb0-4c02-8625-ee580da3f1bf,IT,Morning,Yes
dd235cdf-a645-4c32-995c-e67e95b07ff4,English,Evening,No
dc2732b2-77dc-48fa-a017-ecaea094190c,English,Afternoon,Yes
23ea7104-7e20-4ace-9b65-38b10c7fcce0,Science,Evening,Yes
4a2cc306-8196-47ff-aaf7-57303fb25355,History,Morning,Yes
944894d7-dd5d-4ac5-aab3-35dee1c14e32,Science,Morning,No
99dee1d7-4975-4037-8aed-c9dfb8a87c36,English,Afternoon,Yes
2d0085a8-b6f2-4d7e-b167-e684543e45ba,English,Morning,No
d89619fd-5cc0-4d3d-a6f5-945018330f1d,Geography,Morning,No
4bf70a5e-b07f-4160-ac3d-3ae5d012c911,Economics,Afternoon,Yes
8a86536e-09d2-42bb-9f5d-6e28e2e3b660,Economics,Afternoon,Yes
41b4f491-cfe4-4c63-9e8a-f2c79620b9d1,Science,Afternoon,No
ed5f1f26-9da0-4b7e-8bb7-516da1d00279,English,Evening,Yes
709f20d0-5cf8-4778-aa61-971e183d233b,Science,Morning,No
81d4bc31-37cd-4b64-b1b8-b2f349771c8c,Geography,Evening,No
d91c94bf-2158-496d-9bb6-9a50640ff2b3,Science,Morning,No
fe18cfb3-a2e2-4018-a5df-e92481d87557,Science,Morning,Yes
e0780b78-bf78-45de-a6b4-bfa90dd84769,History,Morning,Yes
7c743a4c-68a8-4b03-943f-543cc2950af2,Geography,Evening,Yes
8ecd8fe8-c3ea-4779-a362-63598f355edb,IT,Evening,Yes
488b1177-ba34-4289-88ab-59341c2b576b,IT,Afternoon,No
33041205-17f8-46eb-b5e1-0f5b64a422f9,Geography,Morning,Yes
6badd076-e623-4648-9586-eb566f946e1e,Math,Afternoon,Yes
f09bc8a2-9e6e-4ec2-be85-48787ce8e286,Math,Morning,Yes
987cfeae-d6bb-4099-93de-6b2d4d941375,Science,Afternoon,Yes
348818f1-9ce5-4baa-a5ee-015646d3721f,Geography,Afternoon,No
09ff8ed4-f947-4fcc-91bc-cb21fb6c220f,Geography,Evening,Yes
fd7a1ef4-d0bf-4500-b1ed-116169ff437e,Science,Evening,No
8eae1992-56c0-46e0-a684-db2fdf2a6613,IT,Evening,Yes
eb8f2d90-3ed9-4a6f-9d00-f1618024ddfb,Science,Afternoon,No
4701a7e5-edc6-4f61-b371-4b49a5931e9e,Math,Morning,No
a1b80d8b-3e8d-4038-a0a7-abc75c75559c,English,Afternoon,No
866b8b1c-64d4-4456-9157-85fddc9177ca,Geography,Afternoon,Yes
6301de89-aade-4653-b9e8-970d92f7e3e1,Math,Morning,Yes
8072bca4-223b-4705-80c9-911ae8a3d427,Economics,Afternoon,Yes
6909973c-66b4-49b4-b991-a581f5944355,Art,Morning,No
3eea1f85-f8f3-49db-8080-93d32d56314f,Math,Evening,No
8d976684-468a-4b6c-8734-fad24c827503,History,Evening,Yes
ab2e821e-2ab8-4df6-96f2-7c4ba3b6499c,IT,Afternoon,Yes
32594f00-0071-4412-b17b-ff638051124b,Math,Morning,No
5db81b10-f938-4ddf-b0ec-74f22c20e6b7,IT,Morning,No
3e2d94a9-7885-4326-ad00-bea298a069f8,Math,Afternoon,Yes
746ee8d1-9397-41e4-aeb3-1269b3425361,IT,Evening,No
6b461ea6-3e52-45bf-b485-6d4709c2c663,Science,Morning,No
c17e7349-3644-4371-8efb-3388b5d69e36,Geography,Afternoon,No
8645a643-1378-4e52-8249-769c757079aa,Economics,Evening,Yes
cc3a1673-e198-4ad1-b71f-146de1b9b78c,English,Morning,No
d162b51d-df7b-44c3-b990-3da29ee8d772,IT,Evening,Yes
286eb6e0-488b-4c71-9ff8-6fa42a201ce1,Math,Evening,No
ba3d7cd7-4d59-4833-8b73-9b37a0586751,Geography,Afternoon,Yes
788bcea3-9d5a-446f-a512-2be689e268a8,IT,Evening,No
4c54e545-7608-4f1b-89c7-dff9ea62ff09,English,Afternoon,No
e34e243b-3255-4bc1-9daa-216e45007ad2,Economics,Afternoon,No
cb41c5ee-b990-404a-92a1-e3a0001e7107,English,Afternoon,No
d2703aca-b5c2-4b81-9055-97657413acbd,Science,Evening,Yes
80ab48cd-eb64-4d1c-8821-836ed0781c19,English,Morning,No
80d1647a-21b5-481b-babc-025386a15077,Geography,Evening,No
9b6f8b96-8bde-47d4-a2c4-86af5b6923ab,Math,Afternoon,No
cc3c35d4-1ba8-46ff-92cc-74f3f38583e9,Math,Evening,No
0adedae3-38e0-442f-b188-bb44a1ae2071,Math,Afternoon,Yes
4c3491b7-b913-4db1-bec5-14940288132d,IT,Afternoon,Yes
8c29fdab-1e36-4ee2-b515-fc889b73bf75,English,Afternoon,Yes
c8537b64-5f8d-4605-ba56-4ca3fdee967e,Math,Morning,No
b88e6a45-3a5f-41a4-a281-d82d2a57c780,English,Evening,Yes
870e28cf-8445-4a95-8fba-c1ba0c803f59,Math,Morning,Yes
343842d0-80ca-40c7-8b38-74c9adb4a5cf,IT,Afternoon,No
283680ed-b9ed-4962-8d01-27835fbd824f,Art,Evening,No
183e3e30-593c-4b5a-b753-2531abd31e05,Art,Morning,Yes
d556db19-fb76-4977-871d-2ae3dd71fcab,IT,Morning,No
a8c42ffe-9d2a-482b-b2c9-5067ee9627b6,Science,Morning,No
5435f9d8-64e2-4279-a49b-0ca614e7a3b5,Science,Morning,No
c73a65dc-9330-48b3-bc13-a4b7d9e724e5,English,Evening,No
2901b6b8-0b82-4080-bda5-15099469ecbe,Science,Evening,No
2a541c15-05ab-4852-9b87-0dfac0c71a3b,Geography,Morning,Yes
337046eb-f55e-4748-83b4-4c2973e0b701,English,Afternoon,Yes
cd9f0614-f507-4b3e-8d16-12875dcdfe8d,Art,Afternoon,No
9a0b23e3-bf7a-473a-aa0c-f22a8db65d3b,IT,Morning,Yes
1f24aadc-d731-4768-8b6f-11661c3c4af4,English,Afternoon,Yes
7f452538-0c97-4768-baa4-62a8720380ff,Geography,Morning,Yes
7403b710-5074-4184-9af5-04074aa0bc5a,History,Evening,No
275e2aad-05ac-4980-8c99-e7745ba7964f,IT,Morning,Yes
9fa60c84-5879-45ae-ab23-f8a847289efa,Science,Afternoon,No
11153f59-ec5d-47db-a717-ea32a2ed8c9e,Art,Morning,Yes
0065368f-dfec-4c48-b71a-204d60dc07b2,Art,Morning,No
53ec2e38-c1f4-4c42-8e05-95ec357e9735,Art,Evening,Yes
6dbac4ca-85b4-48f3-ad55-1a8b5bff8824,Economics,Evening,No
88107677-dbc9-4818-800b-37346332abdb,Geography,Afternoon,Yes
29eda5c2-b73f-41b7-9db4-f7472d778f79,Science,Evening,No
00914a33-2377-4e5f-a9de-ccc5c2fd0022,IT,Afternoon,Yes
00096513-9670-406d-ae95-f192aa4d2a05,Geography,Afternoon,Yes
17bfa56b-b433-452f-ac11-0c038a5d8c46,Science,Morning,Yes
f2abd346-3da7-4bfc-8f2b-2d24b097ce4a,Science,Evening,No
99c0b4cf-0e6b-422c-96b5-ea163842b3ae,Art,Morning,Yes
5c9ecfdd-b54e-4639-8655-8107be562f7d,Art,Afternoon,Yes
507a9367-f745-4c84-8be6-d47d204296c5,Art,Evening,Yes
89d8c95e-7e16-4fe4-9fc5-86c0f07b88a6,History,Afternoon,Yes
56ce1628-5965-443c-9fc2-fd4d5a64f7cb,History,Evening,Yes
882e7375-e5fb-4bd3-bdb1-c7fec6d46170,History,Evening,Yes
0505d026-fd0c-4a9a-9b3a-adfda75901d6,Math,Afternoon,No
55901ca9-2fd3-4359-9552-8a6b6974b560,English,Morning,Yes
4bf1c6ca-2246-4e8e-954b-c58070e0f2fb,History,Evening,Yes
da9e2118-b224-4d98-8483-85e0a363cd98,English,Morning,No
5943e1f1-85d7-4aff-89eb-a2ee54cc99b6,Economics,Evening,Yes
20a511e1-c9d3-463f-8c0b-5e947caafc23,English,Evening,Yes
1baeffd8-6aa7-454d-9ac2-99726cfc3966,Math,Afternoon,Yes
5a49aa96-d6fb-4abb-ae9b-753f4d36f2fe,English,Afternoon,Yes
a26d7cf6-bc1d-4b4a-9151-ec0fe77c9cc0,Science,Afternoon,Yes
fabf8069-a1b9-414c-8fd5-fcb4eb352a6f,Economics,Morning,No
b940929a-b26d-4eb0-9117-e3a795a64813,History,Morning,Yes
6862404e-2110-457d-9422-a66ec036fdb5,IT,Morning,No
19a903ca-f5f5-4bc0-8ae1-149888d5d243,Math,Afternoon,No
c194106b-0b9e-4a5d-8207-3a24b43ad4b8,Geography,Morning,No
e0436a3f-a631-4d71-b97b-d670c98d49e3,English,Morning,No
8e42af61-1ba1-4811-b30b-95b3bc1c55d1,Geography,Morning,Yes
9ece46e9-d44d-436f-890a-302cd559e9ab,IT,Morning,No
9f889ba8-fcaa-45f4-b66f-c580ac6c14d8,Economics,Morning,Yes
079c907c-74ed-47ac-beed-327edeb685b9,Math,Evening,No
58a42c32-7f9c-4fdc-9a69-44c245e77c0a,Art,Evening,Yes
e021d324-49c4-4672-b052-dd911d8dc506,Art,Afternoon,No
b4111751-1b21-4020-b290-e294fa095892,Economics,Morning,Yes
86ba8970-c90a-48d8-b4c7-bc3985fead58,Art,Evening,No
f94df961-a2a1-4e73-b850-7de1ce5960c0,IT,Evening,Yes
085a0aa8-892a-465f-b128-e8a37c1ed10e,English,Morning,No
99a92668-08dd-4a93-baa7-4b20bfffa8f5,IT,Morning,No
d7a6cca1-5812-4ce5-8db5-37a77a528593,Art,Afternoon,No
e1944cfa-51bc-4c05-be54-f98867af471d,Art,Morning,No
ff93e1bb-e44c-4daa-bb6c-c0ea2edaadda,Science,Morning,No
9b6aacf9-1690-45b6-ba4a-2d4601f7d41b,History,Evening,No
e0fbc561-9eb9-455f-8023-2c5bfe7ce5fa,History,Morning,Yes
e896f69a-0381-42a2-97ef-768462a3a00b,History,Afternoon,Yes
11b27a6f-8451-40af-b703-b15cd18147be,Science,Evening,No
523d917a-e37a-419c-a8aa-8c0203444ea4,English,Morning,Yes
b68bafd7-1a2f-4e5f-b673-93ca8dc91d53,Science,Morning,No
949b3c2f-4c87-4bdf-acb5-48ee00a37ebc,English,Morning,Yes
d2222ec1-0037-4f6a-88dd-56b9957691aa,Art,Afternoon,Yes
cc5701ec-e82f-4a16-b36f-566337636615,Art,Afternoon,Yes
6eb77136-22f2-46cf-ac6c-11a961d64e37,English,Afternoon,No
45af33a8-a4ea-4144-870f-5a2a9e858c3c,English,Morning,No
a95486a4-fd93-452b-8637-c3f8b31f1085,English,Morning,No
3d33f9fa-3be1-40b9-87fe-02aad32226ed,Geography,Morning,No
4227a711-7b72-4df1-9a59-1736f4a3e6a5,Science,Morning,Yes
8d993d4a-d51f-49aa-91a7-8225231bb3dd,Art,Morning,Yes
0e40b663-f67b-4224-9d03-49a5675ea7ac,Geography,Afternoon,No
60165dcf-1f83-4510-9a08-14dd29d2d4b0,Art,Evening,Yes
671a3b67-8b9b-4f8c-9bc6-23d72db26a83,IT,Evening,Yes
58273bed-4e37-40aa-bbba-0b7986dfe016,Science,Morning,Yes
251d545f-cfc5-4e8d-a42f-4f0566affa82,IT,Morning,No
2ec8a21f-a225-492f-8a97-c03eb62c43cf,Art,Morning,Yes
114f49a5-ad8b-488b-b6fe-9169f41fa7c3,English,Morning,No
339d9574-988b-48b8-9dfd-1e3d1c927c10,Art,Afternoon,No
45f67e14-c433-492b-9034-e4b6f7378072,IT,Afternoon,Yes
dc7b5b03-a23f-41b5-ab48-d2d06be40433,English,Morning,Yes
c39d0843-5ebb-47bc-a546-4c1385ad5e02,History,Evening,Yes
90840b1d-f3da-4c3a-acd5-2578404c2e12,English,Evening,No
c045b770-344e-47bc-9366-964398493718,Science,Afternoon,Yes
6f785848-d3f2-4b41-8928-dd83267910a7,Art,Evening,No
3a1ee908-2582-475f-8640-6dcae0c1d9ee,English,Afternoon,No
65ae59b6-f008-4d76-b683-ece7f7cd8d75,History,Morning,Yes
e92c0cf1-8461-48ba-abcb-a825fc587943,English,Evening,Yes
5f5a038a-42ce-4324-98ae-f682d55b32f6,History,Afternoon,Yes
24db5587-21aa-4824-8373-fe930ccba922,Geography,Morning,No
c67ffc22-0b1c-471f-82d0-485092ca8d00,IT,Morning,Yes
c8d6b230-272e-4e1f-8286-f358c7dec3dc,Science,Morning,No
04baf144-2aff-41a6-a79c-bd4bf0750c68,IT,Evening,Yes
440067b0-e142-457a-a955-527813ac541c,Economics,Morning,Yes
814ecbce-dc51-4f4f-bf0a-c3dfade6e1a7,English,Morning,Yes
cbf3b8e6-8fd8-4087-94a7-74fe06fb43e7,Art,Evening,No
c25e282e-87e1-4e6f-9fd6-774c8592f1ff,IT,Morning,No
aa9e8ebd-e4af-475d-a88e-c45b34eb1316,Geography,Evening,No
9609cc7c-b274-4840-b6a3-c5bffd8fbd47,Science,Evening,Yes
49d05751-9083-47f3-ada5-ae5265473767,IT,Evening,Yes
4e886eb1-1acb-4fdd-b9bd-fc4e2dc18f49,Geography,Afternoon,No
d91f839c-423e-4cd6-92f6-5f7a216434ab,English,Morning,No
60fadda6-3f7e-4b3e-b07b-83892a9e5d60,English,Afternoon,No
1cdfeb10-d582-4993-8877-4fbb5b255581,Economics,Afternoon,No
d40b162b-48ae-4ea3-aa56-50de7e51a391,Math,Evening,Yes
839ac529-0656-4a63-b88f-7a805885fd57,Math,Afternoon,Yes
9fef1290-450b-47fe-b6cb-d3e256670540,Economics,Evening,Yes
84fa29a0-731b-4eb3-a422-083304740033,Science,Evening,No
9e39a48c-0609-4737-9504-04f12e5600d0,Science,Evening,Yes
9854914e-8589-4178-a9f2-20caf031cfa1,Science,Afternoon,No
2ab1ba79-7786-4a80-8436-a965b846f2c4,History,Morning,Yes
4430aee9-e0a9-4220-a33d-7862336e39a8,Geography,Afternoon,Yes
45d6b9bf-68de-4c3d-9c5d-97b0b6d42189,History,Morning,No
1820de14-d1a3-4f17-a35b-5025ffd689af,Math,Evening,No
b901a4d7-867f-4ef0-8476-9809e414b34f,Math,Evening,No
501c1390-bdb0-44c8-8441-e01386fd5103,Art,Morning,No
5cfa15f5-314f-49e2-88f6-f5c2411ef9e5,Math,Evening,No
509049e2-604c-4c6c-89cd-700928911cd8,History,Evening,Yes
ac198355-60bc-4c77-a97c-e8b02d6f713f,Art,Morning,Yes
cb3d6069-28ab-4436-87f7-434f4b663cc7,English,Afternoon,No
f8064c41-725e-48a8-93de-aa9577810895,Geography,Afternoon,Yes
a7c8b128-02ff-4799-9018-8b61236b4f5b,English,Afternoon,No
404d223f-43c4-40da-8b74-284952910659,IT,Morning,Yes
626a8837-7a28-482a-9e9a-60745d8105b2,History,Afternoon,Yes
57fae98d-c415-49bf-9855-d294bb2f5860,Geography,Morning,Yes
53d59c90-a737-418d-b759-b61f64ba2e5f,Math,Evening,Yes
8504e9c2-45c4-46b1-a963-b636e01ef69f,Economics,Evening,Yes
2553f1e6-836e-4492-89fb-c11ae9c29cd7,Math,Morning,No
c4c9c697-223e-4287-9327-8beff218d3d0,Math,Afternoon,No
476f7fcf-dfeb-4372-ba04-1e4855274fc4,Art,Evening,Yes
0f597d06-4f6c-4613-ba8b-92c787245321,English,Afternoon,No
b8d38579-2338-4f9d-b88e-719f5fcfe631,Art,Afternoon,Yes
54b39d55-351d-41bd-83dd-e1455a09e5a6,Economics,Morning,Yes
71e70597-7f31-44dc-99ae-ac24c935c07b,English,Morning,No
395ab143-d24d-4449-8c8b-89707d850f82,Math,Afternoon,Yes
8e056dff-cf48-4241-ab9a-b1a04513fc9e,Science,Afternoon,Yes
26024603-5c77-4215-b023-492333ca8fc4,Geography,Morning,No
7c3a18e7-dcf9-481e-a0b7-1af46f14e1c5,IT,Afternoon,No
c1c19aed-f3df-4705-a29f-936b5126f28f,Science,Morning,No
91b1d5ec-26f3-442b-9120-56f5e54c47ef,Art,Morning,Yes
405ce401-7b7c-4144-8c72-b658791735ec,IT,Morning,Yes
fd61387e-98d6-434d-9455-df138b41d667,Geography,Morning,No
1fbafda5-fa85-4b81-9195-300be6450f44,Math,Evening,Yes
97d6b664-dbd4-4185-9946-3f26a26a0cb4,Economics,Morning,No
e57e76f8-66f4-462d-b5d1-11545166b49d,History,Morning,No
21f826fa-978b-492a-a6ea-a697eb40e3e2,History,Morning,No
2c19423f-1f42-4938-9f52-02ed9de86893,Math,Afternoon,Yes
0ec5a719-4fc0-46f5-a73c-302d42b1a99a,English,Morning,Yes
34231f01-0940-49e6-ba68-c75e3adf0c48,Geography,Morning,Yes
972c1aed-5a29-462f-a449-7b801af4ee3b,Science,Morning,No
0bbfbfa8-3273-4843-971d-189ec6178622,Economics,Afternoon,No
2b291be2-0bc7-441c-b093-93b30be27444,Economics,Evening,No
52757c3d-ca33-4949-8779-216526a5dd4c,Geography,Morning,Yes
c77e053a-6d46-45ce-86b2-cd6ea8cc4b51,Geography,Evening,Yes
3f657fbb-680a-4876-9fb0-f66a6add4fe5,Science,Evening,Yes
09018038-009b-4fbb-8b00-96b406c9c62c,Math,Afternoon,No
6c61c7ba-b899-458a-9d64-af7534fde454,Economics,Evening,Yes
d8cd9f44-c81e-4d68-85b2-a13359fa9426,Geography,Evening,No
f36862a1-8f05-4d5a-9ed2-7e381ee3a532,Math,Afternoon,No
3c1b1078-c292-48ae-bca9-a64d1b82b615,IT,Morning,No
12ca4755-a15b-4741-875b-3e938f93e36a,Art,Evening,Yes
437254de-cf01-4f50-a637-353e68d5f923,Science,Afternoon,No
2599ea40-623f-4e8a-8f40-0d3d41026d34,English,Evening,No
747a77c9-2567-4906-a15e-c8c4b79bd5f6,History,Morning,No
6ecb2c6d-8fca-4f2d-9faa-165aa92486af,Economics,Afternoon,Yes
4e1c3efb-05cd-4a05-bb1a-818fcb3cc5d6,Art,Morning,Yes
34092a85-3414-46a8-9f91-9a26cadbd130,Art,Afternoon,Yes
23237339-71ab-4178-a83c-8f413e603bcb,History,Afternoon,No
7389456b-4d7f-4271-ab19-b1d5f0cdffd2,IT,Afternoon,Yes
19ef6b8c-a842-4f7b-afe4-636525f9bee6,Geography,Afternoon,Yes
83e743b1-cd76-4d93-b23e-bebffb8c937f,History,Morning,Yes
fd7851b9-d9d2-4f53-8d46-c682a4be6620,History,Morning,No
94da84d3-afec-47f0-9b3e-821ef0eb95ac,IT,Evening,Yes
3cc2bc07-8bfd-40ff-bf14-81b50bddaad1,History,Morning,No
284fb35f-160f-4bc4-b3ef-4b7580e8a29b,Science,Morning,Yes
ff5b0c76-c6c0-4de8-b177-14d40fb2fe09,Science,Evening,Yes
7fe0ec9b-92eb-48ea-a5dd-10615899fa63,Science,Morning,No
32f07349-c93c-41d9-9996-9701a54df165,English,Morning,No
8b376a1a-0049-4835-adb2-317f3a6e4d35,Math,Evening,Yes
2c28ef84-57c4-4821-855b-3c97950e6595,History,Afternoon,Yes
8ffea434-0abc-4f96-a23c-5b162044e31b,Economics,Morning,Yes
