Student_ID,Disciplinary_Incidents,Interactions_with_Peers,Participation_in_Events,Engagement_in_Extracurriculars
067bf28f-2c62-40d3-8744-c514d4ccb2c8,1,36,2,0.45899043862540556
94f41180-0c93-496a-add1-d6eaee2f3751,0,9,1,0.7867015998928378
800030f4-f268-4550-94f5-9e446de906ef,3,45,2,0.8997248052016643
6fe4798d-1048-4534-9ab3-5fbc34e3ed88,2,27,1,0.40243830633701905
cb85b564-049f-4bf1-8640-1009a1462c0c,4,34,1,0.24799375482180958
7399e69a-4e27-4ca9-a083-c4c731c2f122,1,31,0,0.7633104931860054
e410725c-c39e-48cd-b4b9-d3d0e123b728,1,19,1,0.7953019828058588
acd55897-d063-4227-a14d-2a9e78e573b3,1,45,0,0.9820300996544898
78721023-8f7a-4718-b30b-64cea4a6e7ef,1,18,2,0.22558766629906385
ab76390d-34dd-4740-8212-48acadb19806,4,25,2,0.7384787944024159
ea9fd017-9ea9-4700-8675-8c8877a3cfea,2,38,0,0.47556328396118974
eab74ebf-a1d3-45e9-bf29-451d3fd55fad,0,30,2,0.9231664938107088
5a323b54-8f55-4f60-bb2a-2e1a97cc09c4,2,29,2,0.4670477959000472
a4334d27-6551-4d36-9439-c060ad094114,4,49,1,0.5013643380063995
1eace802-8140-4ba5-8377-5c69ba78cf02,3,35,0,0.21411693836806076
01530396-8170-44c9-ae20-b67ab1bde00c,0,10,2,0.3888431065817919
5ba0ce99-b850-4405-812b-80c1b882c81d,0,8,0,0.4607564233530558
fe5afc11-69bc-4f23-8f28-4b24be25d293,3,28,1,0.11575787894006584
6efe11f8-6ebf-4115-a30f-798fa052e82d,1,46,2,0.4938170215985461
f343b2f8-6abc-48c9-96ee-96cca6b89f30,4,35,2,0.4026866961405756
df0bd617-efb3-44bd-87d2-60928bd310dc,3,23,0,0.8234557622204427
e97738d3-9bf9-4756-b7ca-4d4b5188333f,2,15,2,0.19640135210121362
f8a5bb52-5556-4f94-966d-db518253ab84,2,33,0,0.7841900142306021
b5c6dc0e-103f-4a00-ad0c-7f6f71aa2074,3,9,2,0.7426103889490607
db302c25-3822-4507-bcdf-dc592828fcb9,4,22,1,0.31760409500479536
e17158c2-42b5-4e6f-b443-2250bccfd0ec,0,7,1,0.17494450150761742
c37668a3-c993-4ba5-a467-c0a990953557,0,44,0,0.8576501011801264
e749f40d-b413-4c33-aad8-bef800e302b0,1,15,2,0.3244870384704221
893befff-d85f-4d73-bdb3-733895dc9b2f,4,25,2,0.23100410773638844
61616e6a-033a-453b-ba23-824892c5e972,2,34,0,0.4231329417218729
1bb1ec41-4f25-4324-8799-567a5cda7a3d,2,23,1,0.4607945412931469
195f2b69-c168-4638-acdc-ba1b62e4bb35,1,29,1,0.3934791818020793
b7679e37-5a18-4666-8c23-eae3705d2028,2,39,1,0.9788330012562562
0518c83b-f334-4f83-8866-0b38128e0e1b,1,16,0,0.8927386023667151
856f1dca-2461-4e94-a336-6cf180e60c3d,1,30,1,0.8856779468131798
0eb695df-a21c-4a5f-bbe6-10dc3c185a11,3,9,0,0.4588908314686929
04d06cce-7896-42dc-b07f-4867eaa4e825,0,23,1,0.9665826757646441
5cec20d2-bb7c-419b-b181-0f9ce561ba47,4,31,1,0.7156137666625279
c2df2a8d-daba-47a9-916b-387aa90c3d74,4,42,0,0.8487952018345691
d3efab4c-17ec-46dd-8f95-0974dd68eebc,0,33,2,0.5507876125489258
af50b974-71a8-440f-8fc3-b32cfe462083,4,16,2,0.24455556387941713
2256bfa6-e423-4c40-b3a0-8ccfb71d9e22,2,23,2,0.8981969544862088
ddf74a1c-75f1-4e2d-9d92-b265e5623190,2,13,1,0.5377840654349569
b41c70d2-1dce-475c-9c37-2c36831eb7d3,4,22,1,0.9716994181766773
07b52b73-13e0-4d89-a05f-acbc3350ab58,3,33,2,0.32937491026227206
010b707f-9c42-4fa2-a788-a7c0ca4b497f,4,7,1,0.993141092288102
20f3bd46-e582-42cb-9986-a69b02c3e84d,1,27,1,0.30018221377493415
033ee4ae-396b-42ac-8c42-07692493a085,1,34,2,0.4313500822211225
1b412249-5275-4f29-99ea-d3f291e6da3e,0,28,0,0.6346148706324334
f5671de2-1700-4504-81d2-228f8ba820d8,2,41,2,0.7239907532660456
1bf5df67-fb97-4da2-ad76-eaa7af331157,3,41,2,0.7482539521057665
7783712f-5628-48d3-b1db-23e6a23c62e3,4,8,0,0.5286271680349953
ab65eead-98af-4f9b-ba10-e51a769e43a5,1,32,1,0.1691442611776917
1a0707f0-5453-4ff4-9cda-e407bed6eeda,2,20,2,0.5464433365444912
4affc43f-1d9e-42b2-abe5-97c315bc142c,2,17,2,0.4012191572827567
331724c7-d878-45a4-b47c-556ca2c5c650,3,12,1,0.6918900481168508
c81a4cab-eb93-4a91-b9d6-084394979a02,3,29,1,0.26404802574914044
e96bbb96-2ffc-476c-a9a8-ff858baaa514,3,6,0,0.4545210922762176
a52744cf-0c21-4920-a9ea-7eee325e60ce,3,34,1,0.9695072386004798
1a7a7410-942b-4ff9-980e-0050001d74b4,1,44,2,0.17998065930727217
fb048b44-d994-4e22-92c1-5860a81b94ac,3,7,1,0.6421007421470443
aa31fe46-5177-4b8a-b460-86e88291ded2,2,27,1,0.18158340614368218
6bfb06fb-593d-4908-938b-5f3f3d880bb5,2,33,0,0.24129609034596383
cde1e32e-3316-40f9-9ffa-dca5be6c730f,4,45,0,0.6444409497517515
418eb0b7-1363-4b90-b29a-805bf4d46c61,2,34,2,0.4995959703200078
c90793f5-784b-485d-a3b0-f58f7caa41f2,2,15,2,0.5936490972551535
c5c2f329-89a3-4544-befb-62f642110931,1,25,1,0.8918849535355834
ea00ed5b-1a8a-44b6-9ebb-9923f9e6a7c2,2,31,2,0.8355162182598752
1998e080-aac0-41c8-bccc-5eb4f90c73c6,0,28,2,0.8991833044856615
5ae8569c-795d-4482-a026-c89418b2365c,2,35,1,0.6546294287543911
c4c7459d-412e-40a5-99e0-b9dd93bc6db1,4,34,1,0.5406788527426128
e1babe4e-4ce7-422d-bc43-90a4853e0b5f,4,5,1,0.5132778236020197
f45bc3e8-3891-47a8-acf5-44bbc90c08b5,3,5,0,0.7658277006001996
5076cfea-057e-4804-a36b-b1d83aa5ca20,1,12,0,0.5691698904924667
4b504b65-5393-4ac0-8026-233b3e5dd252,4,46,1,0.19519191663599694
b06d1412-5e54-4be3-a41a-0726f40fb7b1,0,38,0,0.22774512165243518
c0b11bde-2d0a-4558-b2e7-6d50f261e1b5,0,20,0,0.42137449094251234
0af88e63-5c93-4d73-adae-70e2744dfec0,3,31,0,0.16104103477406984
77954f1a-6087-4cf4-b22e-64a441c4613a,1,8,2,0.3153080975139372
077270ac-6f88-4e83-84aa-4d619ef3ee2e,1,23,1,0.6907607678921918
c8fa8e2c-d27a-49a5-a95a-6d7c47321ed4,2,33,1,0.1111872810675219
50d64abc-f2d7-4c41-aafc-aa350de48f5d,0,45,2,0.6436835790233482
1053b4d9-6725-48df-b958-783ae88e3dfa,0,7,0,0.7951212308816471
733cc85f-0086-4d8f-aeb3-70785eba3bfb,0,15,1,0.25313837637798764
c9f238d0-73b0-4224-8ba8-71e9f0e86f37,0,12,0,0.26287170688216777
373e3bff-a6ec-4397-91b8-bd6a177de15c,4,43,2,0.12597072986213262
71d816dd-be33-4308-b894-335756c2d99e,1,37,0,0.5612050349501154
9787c12e-8155-4fc8-85a5-4bd098558932,2,12,2,0.6891288011854455
d8f6ff1c-742a-43d4-97f5-8e03dce94285,4,29,2,0.511218623876157
98a1cb13-4bbe-401a-9a8d-b040d0fafa2c,1,28,0,0.45050392866359057
73fb3a23-ebfc-42be-af47-9eb6e5aeb889,3,30,0,0.5089715355643005
74a0d0c6-a520-4472-85ec-0a951c8c6b50,0,30,1,0.8033753968521897
214fbe87-bddb-4822-93eb-aa246901975b,2,21,2,0.1301628766108231
8867bb43-aa47-4a48-87d9-276b5505e0c5,1,31,0,0.8054367047493475
10edb5ab-3ed3-41e3-abeb-eedef323c7f1,3,33,0,0.6997079041001121
4df9b4d4-030f-4c3a-b243-f1a6cb3a2197,0,47,1,0.3172838987416779
2de11291-23f2-4ae9-a1d6-09603a664938,3,43,1,0.5722657536161639
f6b61f57-95c5-43b0-b96e-1cd66116bfc7,3,13,1,0.14436160358720007
d15c2723-a9f0-449b-a290-a77ae7661b24,4,18,2,0.44162980330537116
6e3035ab-5f26-41dc-98cb-4d39df5ea80d,3,9,1,0.2566382311694214
32d9ca40-f0cc-4348-90a5-eded5aa1e266,4,34,2,0.12007034741858859
7f1a051b-b7e4-4304-8270-a6fe8e1ecf38,4,32,1,0.4213805479893693
2a3d865f-4b9e-4e94-b9e8-7123ddff76c3,3,49,2,0.7535011756549921
a717ee4a-669f-4de7-b007-84ed131d583e,1,41,1,0.9289196806225638
a94caa62-327b-402f-8772-fcd9a13007de,3,12,2,0.6960371617815848
3317bfba-b645-41c0-87a9-97ac86461296,3,19,1,0.46177311531735143
f65f0154-8f6f-4276-a7d1-12d975abcfeb,1,32,1,0.9995465011616899
1b04bb3d-1f99-4f61-a721-139b4ad0f592,0,40,0,0.3546491572901893
cef56e97-99f9-4911-b93a-87a6ae666d0c,2,37,2,0.2684182894373625
2701fa95-1e76-47ec-b9a9-69f844217661,0,10,0,0.5173140423033262
1cf8f4c8-8243-42f4-9a66-866ef1ff7ac2,3,16,2,0.5544202738976269
927dd6bc-4ae8-485f-9955-79ac60d9ee07,0,11,0,0.4193410420389937
78aa9e2c-d8cd-4cae-a945-1d3ff3ca38df,2,49,1,0.725949171140788
4573b797-6e18-40bc-aa5b-7e88218df951,0,32,0,0.2654779707353954
f0a93d0d-1c43-40d5-b07b-0b5369e3e0f8,2,11,1,0.5593057837757255
813326a3-4619-431a-bc2a-e95e0fe4b419,0,45,2,0.5501142626507094
5233d0fd-5371-43c7-a3f8-feb95d27e449,4,5,1,0.8414077804134753
b1d9d57c-5966-4fd7-a0c6-a4b64c91fd80,3,28,0,0.9342713788847243
54737008-d2ab-4a1d-995a-4e32c88e6990,2,49,2,0.6969392863395937
e7b07d6f-de68-4d41-b732-a3e1068e7698,3,23,0,0.374834431301177
f3a8ebae-8da6-483c-9bfb-8abdcb3aa438,4,36,1,0.7206499178814619
d08dd313-a28a-469c-bcc8-65fffc4212c3,0,34,1,0.3262340163164509
2bf68c97-720d-4867-8633-114a000ecd90,3,5,0,0.9698899514315837
e90e55fe-a34c-4aa3-a995-2ae0af44428c,0,36,2,0.8401259071744416
75bbc1f8-dbbd-46d7-9743-2fccc6155137,0,24,0,0.4880712299194342
78d7fabd-fe02-49b3-99b6-5bec97950558,3,25,1,0.8059091654274366
57166a79-3fbd-47d0-9241-f1d55db56e98,2,23,2,0.4677900808257174
20d32678-0110-43b8-a0b5-529aa94074af,2,34,0,0.16714914290177307
90c477ce-4afd-401f-ad7c-843e78cf24b9,3,32,1,0.7360919857005449
af9cf1e8-8127-43f1-a75c-6b89474ab374,2,36,2,0.46415244972559655
89b1acaa-974b-4d0b-b0fc-0d1297c52f0e,1,34,0,0.9372878351054756
12ac40cc-74f2-4790-99cf-60f570696dff,0,27,2,0.375905092896358
822656ec-b754-461c-b64b-fe8a59f08905,3,31,1,0.858999539309134
68c5ed5a-e85e-4179-b397-5b153d483db5,4,41,0,0.7123940606860878
226113c5-4e45-4ac3-8308-3c8550bd24ab,3,30,0,0.8679921545151021
2ea2cb17-559b-433b-8897-975faecd70f5,3,7,1,0.3626936893842
147573f9-1804-4346-a6fe-6e3845bf2998,0,35,1,0.5152108629867798
c852746e-fb93-411d-9c61-b312e24506fd,4,6,1,0.8408161101118872
4fb25b39-9f2c-418e-a7f9-3b9c5582c565,0,14,0,0.6794369372660801
bd08d94a-bf05-4b44-8fc2-97ef067a0f76,2,42,1,0.4239297095458011
eaaeb9fc-aaca-4b2b-a96f-949e87a9098d,3,23,0,0.56079606313837
09d6125d-fa08-4ba3-bece-3d8572c5be0a,0,35,0,0.9964882849269481
f223af6c-612e-4c7e-9565-abd47b9a1c12,1,33,2,0.7676631958724938
8f3a2600-f4d2-4940-bb3a-76a38a948b41,3,29,1,0.6530703875020262
9dcdbd4f-4fe5-460f-a1f3-76b7a3f83982,2,36,1,0.8451202423901641
af464645-ac57-437f-b556-2fa2bab0c3e5,0,21,2,0.4978273048949531
79d88bc3-ff8c-475f-84cd-53b9d22a3e45,0,49,0,0.9550576041820168
1d8b0690-4c8d-471a-b6c4-b097f6c221c8,1,27,0,0.596819105826123
d7b3af25-4aa6-4d44-a57a-01624ba23a0c,2,22,0,0.39418493466365967
4aa011ff-b575-402d-ae5f-2983648ad4a3,1,15,1,0.17741797981446905
c8f4cbb6-5a61-459f-8994-73a3defc623b,3,24,0,0.4381256973225012
ff42a69a-45eb-4300-90a5-66b6ef37935d,4,17,2,0.6117745393329134
ac00f028-c6f3-440d-acab-db63cd09fab4,0,28,0,0.7329233248599197
86aa1dbe-e2e8-4914-af9c-e26895457e29,1,47,1,0.887605023619966
124eab75-5dc1-4d25-a0f9-8c8ee436cad5,0,24,1,0.9495647517914333
a5eb7cd4-55be-462c-a9a2-68036df15a11,0,46,0,0.19220846156301497
f4407b33-03a9-4305-a7fd-22cf12efe1db,1,32,0,0.6408144873980334
dfc510c4-c819-46a7-88f9-7caba69d9665,0,39,1,0.6999306842467233
1b029b24-5bb0-4c02-8625-ee580da3f1bf,2,25,0,0.25485743529402294
dd235cdf-a645-4c32-995c-e67e95b07ff4,2,10,2,0.5910406122370735
dc2732b2-77dc-48fa-a017-ecaea094190c,4,11,1,0.4013502720222476
23ea7104-7e20-4ace-9b65-38b10c7fcce0,2,33,0,0.16967559878732205
4a2cc306-8196-47ff-aaf7-57303fb25355,1,27,0,0.159279392050428
944894d7-dd5d-4ac5-aab3-35dee1c14e32,2,9,0,0.7832916823989251
99dee1d7-4975-4037-8aed-c9dfb8a87c36,4,26,2,0.6539099066848194
2d0085a8-b6f2-4d7e-b167-e684543e45ba,3,13,1,0.7436095104073317
d89619fd-5cc0-4d3d-a6f5-945018330f1d,3,36,2,0.716750339082754
4bf70a5e-b07f-4160-ac3d-3ae5d012c911,1,14,0,0.22088106980126804
8a86536e-09d2-42bb-9f5d-6e28e2e3b660,4,47,2,0.2364087308713548
41b4f491-cfe4-4c63-9e8a-f2c79620b9d1,2,32,0,0.32723535178640484
ed5f1f26-9da0-4b7e-8bb7-516da1d00279,4,15,0,0.4591905282682208
709f20d0-5cf8-4778-aa61-971e183d233b,0,11,1,0.9452586024438687
81d4bc31-37cd-4b64-b1b8-b2f349771c8c,4,34,1,0.70650312524465
d91c94bf-2158-496d-9bb6-9a50640ff2b3,2,47,0,0.32965474100503117
fe18cfb3-a2e2-4018-a5df-e92481d87557,1,49,0,0.15038569164460594
e0780b78-bf78-45de-a6b4-bfa90dd84769,0,42,0,0.7158015377257358
7c743a4c-68a8-4b03-943f-543cc2950af2,4,38,1,0.6627866237344469
8ecd8fe8-c3ea-4779-a362-63598f355edb,3,32,1,0.7081870765259233
488b1177-ba34-4289-88ab-59341c2b576b,2,36,0,0.3350616886527218
33041205-17f8-46eb-b5e1-0f5b64a422f9,1,20,1,0.565266895502827
6badd076-e623-4648-9586-eb566f946e1e,2,43,0,0.4255325212523401
f09bc8a2-9e6e-4ec2-be85-48787ce8e286,4,5,2,0.8359290450511707
987cfeae-d6bb-4099-93de-6b2d4d941375,1,38,1,0.16245699590680113
348818f1-9ce5-4baa-a5ee-015646d3721f,3,45,0,0.3478976104974723
09ff8ed4-f947-4fcc-91bc-cb21fb6c220f,0,27,2,0.6426583697533321
fd7a1ef4-d0bf-4500-b1ed-116169ff437e,4,24,0,0.28470139936661937
8eae1992-56c0-46e0-a684-db2fdf2a6613,1,22,2,0.705442092375587
eb8f2d90-3ed9-4a6f-9d00-f1618024ddfb,0,22,1,0.2230952528801377
4701a7e5-edc6-4f61-b371-4b49a5931e9e,1,46,1,0.12053106268723282
a1b80d8b-3e8d-4038-a0a7-abc75c75559c,4,44,0,0.8771450795606082
866b8b1c-64d4-4456-9157-85fddc9177ca,1,25,1,0.40009996126655223
6301de89-aade-4653-b9e8-970d92f7e3e1,3,12,1,0.24116408475492912
8072bca4-223b-4705-80c9-911ae8a3d427,1,38,2,0.25543812317121983
6909973c-66b4-49b4-b991-a581f5944355,4,15,1,0.8973058546311083
3eea1f85-f8f3-49db-8080-93d32d56314f,1,47,2,0.688988265532131
8d976684-468a-4b6c-8734-fad24c827503,0,47,2,0.960711639931081
ab2e821e-2ab8-4df6-96f2-7c4ba3b6499c,0,14,2,0.8200362910401157
32594f00-0071-4412-b17b-ff638051124b,2,12,1,0.7907884165253524
5db81b10-f938-4ddf-b0ec-74f22c20e6b7,2,12,0,0.549838593617574
3e2d94a9-7885-4326-ad00-bea298a069f8,3,23,0,0.8387244088355309
746ee8d1-9397-41e4-aeb3-1269b3425361,0,5,1,0.47138728459766654
6b461ea6-3e52-45bf-b485-6d4709c2c663,2,7,2,0.844300447329119
c17e7349-3644-4371-8efb-3388b5d69e36,1,48,1,0.7819671625184105
8645a643-1378-4e52-8249-769c757079aa,3,36,0,0.710594763036446
cc3a1673-e198-4ad1-b71f-146de1b9b78c,4,20,2,0.39674456736711095
d162b51d-df7b-44c3-b990-3da29ee8d772,2,34,1,0.6676404735777042
286eb6e0-488b-4c71-9ff8-6fa42a201ce1,2,32,2,0.5561088622975713
ba3d7cd7-4d59-4833-8b73-9b37a0586751,0,32,2,0.5153885802333188
788bcea3-9d5a-446f-a512-2be689e268a8,3,20,0,0.991221700045128
4c54e545-7608-4f1b-89c7-dff9ea62ff09,0,45,2,0.5539580468474231
e34e243b-3255-4bc1-9daa-216e45007ad2,0,37,1,0.12878758486330033
cb41c5ee-b990-404a-92a1-e3a0001e7107,3,29,2,0.6638210821737047
d2703aca-b5c2-4b81-9055-97657413acbd,1,22,2,0.7552097605248741
80ab48cd-eb64-4d1c-8821-836ed0781c19,2,30,1,0.8966654823850696
80d1647a-21b5-481b-babc-025386a15077,0,10,0,0.6694162540505443
9b6f8b96-8bde-47d4-a2c4-86af5b6923ab,2,42,0,0.11751140547865796
cc3c35d4-1ba8-46ff-92cc-74f3f38583e9,3,48,1,0.20776990223007286
0adedae3-38e0-442f-b188-bb44a1ae2071,1,7,2,0.24511604424221234
4c3491b7-b913-4db1-bec5-14940288132d,4,47,1,0.2901352177241593
8c29fdab-1e36-4ee2-b515-fc889b73bf75,1,10,1,0.8197992074395027
c8537b64-5f8d-4605-ba56-4ca3fdee967e,3,18,1,0.37878404500825436
b88e6a45-3a5f-41a4-a281-d82d2a57c780,1,22,0,0.38112609049377455
870e28cf-8445-4a95-8fba-c1ba0c803f59,4,20,2,0.7800286968799554
343842d0-80ca-40c7-8b38-74c9adb4a5cf,0,28,1,0.4711929170692205
283680ed-b9ed-4962-8d01-27835fbd824f,1,17,0,0.15817557875842272
183e3e30-593c-4b5a-b753-2531abd31e05,3,5,0,0.6266138011845714
d556db19-fb76-4977-871d-2ae3dd71fcab,1,42,2,0.21706091785418508
a8c42ffe-9d2a-482b-b2c9-5067ee9627b6,4,18,1,0.6144978519722613
5435f9d8-64e2-4279-a49b-0ca614e7a3b5,3,21,2,0.8016742968597103
c73a65dc-9330-48b3-bc13-a4b7d9e724e5,1,17,1,0.9365406735945458
2901b6b8-0b82-4080-bda5-15099469ecbe,3,17,0,0.1603473462543148
2a541c15-05ab-4852-9b87-0dfac0c71a3b,4,13,0,0.37356992538624156
337046eb-f55e-4748-83b4-4c2973e0b701,0,10,2,0.68721758470717
cd9f0614-f507-4b3e-8d16-12875dcdfe8d,4,10,1,0.38390770256031026
9a0b23e3-bf7a-473a-aa0c-f22a8db65d3b,0,34,2,0.5059230500737348
1f24aadc-d731-4768-8b6f-11661c3c4af4,2,41,1,0.11808177628986644
7f452538-0c97-4768-baa4-62a8720380ff,4,18,2,0.7241482055456561
7403b710-5074-4184-9af5-04074aa0bc5a,0,8,0,0.8949521183608115
275e2aad-05ac-4980-8c99-e7745ba7964f,2,38,2,0.9791736830316594
9fa60c84-5879-45ae-ab23-f8a847289efa,2,6,1,0.8474800140601867
11153f59-ec5d-47db-a717-ea32a2ed8c9e,2,21,2,0.1285986361814904
0065368f-dfec-4c48-b71a-204d60dc07b2,3,46,1,0.6866685713591285
53ec2e38-c1f4-4c42-8e05-95ec357e9735,4,18,2,0.5460933216824828
6dbac4ca-85b4-48f3-ad55-1a8b5bff8824,4,21,1,0.9441059438925238
88107677-dbc9-4818-800b-37346332abdb,4,34,1,0.9119249782245866
29eda5c2-b73f-41b7-9db4-f7472d778f79,4,47,1,0.9892415569439865
00914a33-2377-4e5f-a9de-ccc5c2fd0022,3,33,2,0.8757408018355144
00096513-9670-406d-ae95-f192aa4d2a05,4,11,2,0.5922029204714356
17bfa56b-b433-452f-ac11-0c038a5d8c46,0,13,0,0.7434104638690952
f2abd346-3da7-4bfc-8f2b-2d24b097ce4a,2,27,1,0.968209512729886
99c0b4cf-0e6b-422c-96b5-ea163842b3ae,3,40,0,0.6203050549899333
5c9ecfdd-b54e-4639-8655-8107be562f7d,3,18,0,0.855981268311037
507a9367-f745-4c84-8be6-d47d204296c5,4,24,1,0.9479888885098539
89d8c95e-7e16-4fe4-9fc5-86c0f07b88a6,2,21,0,0.6134839221239146
56ce1628-5965-443c-9fc2-fd4d5a64f7cb,0,36,2,0.24323882147215925
882e7375-e5fb-4bd3-bdb1-c7fec6d46170,2,29,0,0.24000705382619297
0505d026-fd0c-4a9a-9b3a-adfda75901d6,1,34,2,0.20378545675116386
55901ca9-2fd3-4359-9552-8a6b6974b560,2,31,1,0.5286908622474462
4bf1c6ca-2246-4e8e-954b-c58070e0f2fb,0,31,1,0.5321274204454789
da9e2118-b224-4d98-8483-85e0a363cd98,0,35,1,0.6556340695340833
5943e1f1-85d7-4aff-89eb-a2ee54cc99b6,0,49,0,0.5345855327086719
20a511e1-c9d3-463f-8c0b-5e947caafc23,3,30,1,0.9757495139356225
1baeffd8-6aa7-454d-9ac2-99726cfc3966,3,18,1,0.3621797385390577
5a49aa96-d6fb-4abb-ae9b-753f4d36f2fe,1,25,2,0.8864349629901886
a26d7cf6-bc1d-4b4a-9151-ec0fe77c9cc0,2,32,0,0.1902973848554752
fabf8069-a1b9-414c-8fd5-fcb4eb352a6f,4,19,0,0.6417259102330575
b940929a-b26d-4eb0-9117-e3a795a64813,1,34,1,0.6834926956235802
6862404e-2110-457d-9422-a66ec036fdb5,4,29,0,0.7950071139188059
19a903ca-f5f5-4bc0-8ae1-149888d5d243,4,15,1,0.5527199916506806
c194106b-0b9e-4a5d-8207-3a24b43ad4b8,1,48,2,0.2775036583227723
e0436a3f-a631-4d71-b97b-d670c98d49e3,2,15,0,0.432097851307096
8e42af61-1ba1-4811-b30b-95b3bc1c55d1,4,32,0,0.3449453648460663
9ece46e9-d44d-436f-890a-302cd559e9ab,3,9,2,0.47719496407168205
9f889ba8-fcaa-45f4-b66f-c580ac6c14d8,3,32,0,0.5769714769414303
079c907c-74ed-47ac-beed-327edeb685b9,1,12,1,0.6625632622395244
58a42c32-7f9c-4fdc-9a69-44c245e77c0a,4,30,0,0.8606097504250861
e021d324-49c4-4672-b052-dd911d8dc506,1,10,0,0.9190092889543201
b4111751-1b21-4020-b290-e294fa095892,3,36,2,0.516323156411231
86ba8970-c90a-48d8-b4c7-bc3985fead58,1,36,2,0.17980429362062855
f94df961-a2a1-4e73-b850-7de1ce5960c0,4,16,1,0.8173586706415485
085a0aa8-892a-465f-b128-e8a37c1ed10e,4,10,0,0.5294419526263511
99a92668-08dd-4a93-baa7-4b20bfffa8f5,3,17,0,0.591801941234135
d7a6cca1-5812-4ce5-8db5-37a77a528593,0,43,2,0.6362147259756445
e1944cfa-51bc-4c05-be54-f98867af471d,0,44,1,0.7010809828677912
ff93e1bb-e44c-4daa-bb6c-c0ea2edaadda,2,48,0,0.901090774029257
9b6aacf9-1690-45b6-ba4a-2d4601f7d41b,3,38,1,0.956931575689172
e0fbc561-9eb9-455f-8023-2c5bfe7ce5fa,2,27,0,0.9461523871524581
e896f69a-0381-42a2-97ef-768462a3a00b,3,45,2,0.8285172870547309
11b27a6f-8451-40af-b703-b15cd18147be,4,49,2,0.9003180282254225
523d917a-e37a-419c-a8aa-8c0203444ea4,3,21,2,0.14468929205352218
b68bafd7-1a2f-4e5f-b673-93ca8dc91d53,1,49,2,0.8642013998091918
949b3c2f-4c87-4bdf-acb5-48ee00a37ebc,2,5,2,0.16503871316862206
d2222ec1-0037-4f6a-88dd-56b9957691aa,3,11,2,0.771574516827676
cc5701ec-e82f-4a16-b36f-566337636615,2,17,1,0.25242725943429833
6eb77136-22f2-46cf-ac6c-11a961d64e37,3,18,2,0.42409940123074985
45af33a8-a4ea-4144-870f-5a2a9e858c3c,0,21,1,0.26576531123883507
a95486a4-fd93-452b-8637-c3f8b31f1085,2,34,2,0.49911547297354975
3d33f9fa-3be1-40b9-87fe-02aad32226ed,4,38,0,0.47057269943495805
4227a711-7b72-4df1-9a59-1736f4a3e6a5,4,31,0,0.14325655957546948
8d993d4a-d51f-49aa-91a7-8225231bb3dd,3,29,0,0.8474481505924749
0e40b663-f67b-4224-9d03-49a5675ea7ac,4,48,1,0.8687678462149827
60165dcf-1f83-4510-9a08-14dd29d2d4b0,4,39,2,0.808756519604496
671a3b67-8b9b-4f8c-9bc6-23d72db26a83,2,13,1,0.862845942908142
58273bed-4e37-40aa-bbba-0b7986dfe016,3,10,2,0.7757911317801633
251d545f-cfc5-4e8d-a42f-4f0566affa82,2,30,0,0.9437360008358294
2ec8a21f-a225-492f-8a97-c03eb62c43cf,3,42,1,0.6187530251798246
114f49a5-ad8b-488b-b6fe-9169f41fa7c3,4,43,2,0.6243782919275676
339d9574-988b-48b8-9dfd-1e3d1c927c10,3,31,1,0.8739189175826723
45f67e14-c433-492b-9034-e4b6f7378072,3,44,1,0.41447399204673707
dc7b5b03-a23f-41b5-ab48-d2d06be40433,1,35,0,0.1450741187823139
c39d0843-5ebb-47bc-a546-4c1385ad5e02,3,7,0,0.7748698558583464
90840b1d-f3da-4c3a-acd5-2578404c2e12,1,28,0,0.3291302614693264
c045b770-344e-47bc-9366-964398493718,2,19,0,0.5268122308269643
6f785848-d3f2-4b41-8928-dd83267910a7,1,10,0,0.31639585210704935
3a1ee908-2582-475f-8640-6dcae0c1d9ee,2,15,2,0.8443817668253787
65ae59b6-f008-4d76-b683-ece7f7cd8d75,3,34,2,0.9624636685715293
e92c0cf1-8461-48ba-abcb-a825fc587943,2,39,0,0.14952079324052905
5f5a038a-42ce-4324-98ae-f682d55b32f6,4,42,0,0.3100344683173015
24db5587-21aa-4824-8373-fe930ccba922,3,47,0,0.2706059114337791
c67ffc22-0b1c-471f-82d0-485092ca8d00,1,44,1,0.7058831614673199
c8d6b230-272e-4e1f-8286-f358c7dec3dc,0,33,0,0.48581055979780796
04baf144-2aff-41a6-a79c-bd4bf0750c68,3,27,2,0.5106354971628048
440067b0-e142-457a-a955-527813ac541c,4,46,2,0.24137117594230872
814ecbce-dc51-4f4f-bf0a-c3dfade6e1a7,2,46,1,0.47326117737681606
cbf3b8e6-8fd8-4087-94a7-74fe06fb43e7,1,7,2,0.37290545256104424
c25e282e-87e1-4e6f-9fd6-774c8592f1ff,1,30,0,0.6500718232036107
aa9e8ebd-e4af-475d-a88e-c45b34eb1316,4,18,1,0.2955144058630852
9609cc7c-b274-4840-b6a3-c5bffd8fbd47,4,23,1,0.6533302070134427
49d05751-9083-47f3-ada5-ae5265473767,3,25,2,0.43997067267303247
4e886eb1-1acb-4fdd-b9bd-fc4e2dc18f49,0,25,0,0.4116651058255567
d91f839c-423e-4cd6-92f6-5f7a216434ab,0,13,0,0.37500097074491234
